project_name,name,title,deneme,org_id,idea,project_link,nextt,tag,key,description
,,"
  Integrate Airavata Java Client SDK with GridChem Client
",,,,,,,," Apache Software Foundation, GridChem is a science gateway that enables computational experiments on multiple supercomputer resources. Currently GridChem connects to an Axis2 based Middleware to pass computational tasks. Idea of this project is to port this communicational model to support with Apache Airavata java client SDK."
,,"
  Proposal for Summer of Code 2015 - Open Meetings: Dmitry Bezheckov
",,,,,,,," Apache Software Foundation, I am introducing WebRTC supporting for Open Meetings. These include adding WebRTC data
channel and binding it with Red5 server."
,,"
  Apache PIG - Move grunt from javacc to ANTLR
",,,,,,,," Apache Software Foundation, The project is more on the lines of moving gruntparser to queryparser. Currently, the parser for queries is in ANTLR, but Grunt is still javacc. The parser is very difficult to work with, and next to impossible to understand or modify. ANTLR provides a much cleaner, more standard way to generate parsers/lexers/ASTs/etc, and moving from javacc to Grunt would be huge as we continue to add features to Pig."
,,"
  Using Apache Storm and/or Apache Spark for Airavata Task Management
",,,,,,,," Apache Software Foundation, Scientific computing experiments for the most part consist of multiple tasks that need to be deployed, executed, audited and monitored independently. As a workflow engine Apache Airavata needs to take care of orchestrating these individual tasks in terms of resource allocation, faul-tolerance, etc yet eventually end up producing results for experiments that encapsulate them."
,,"
  Extend CONSTRUCT to build quads (JENA-491)
",,,,,,,," Apache Software Foundation, This project will add the use of GRAPH inside a CONSTRUCT template, so that it can generates quads or RDF datasets from a CONSTRUCT query, inspired by the Jena JIRA issue: https://issues.apache.org/jira/browse/JENA-491"
,,"
  Support Sitemap Crawler in Nutch 2.x
",,,,,,,," Apache Software Foundation, The url’s can be got from only pages that were scanned before in nutch crawler system. This method is expensive. Also, the degrees of importance and “change frequance” of these urls are not known only guessed. But, it is possible to find the whole of urls in a up-to-date sitemap file. For this reason, sitemap files in website should be crawled. Nutch project will have that support of sitemap crawler thanks to this development."
,,"
  Unsupervised Word Sense Disambiguation
",,,,,,,," Apache Software Foundation, The objective of Word Sense Disambiguation (WSD) is to determine which sense of a word is meant in a particular context. Apache OpenNLP currently lacks a generalized WSD module, therefore, the purpose of this project is to design and implement this module. Since techniques can be either unsupervised or supervised, another target would be to implement algorithms of common unsupervised techniques, which could serve as examples for any future contributor willing to add and compare other approaches."
,,"
  Showing health statistics in GUI (STRATOS-1244)
",,,,,,,," Apache Software Foundation, Apache Stratos is a highly-extensible Platform-as-a-Service (PaaS) which include multitenancy, Multi fractured auto scaling, Cloud bursting and  Scalable dynamic load balancing. It consumes a lot of processing power and memory but this product currently doesn't have a UI to show health statistics of  its  product (clusters) and instances."
,,"
  WebM support in Apache OpenMeetings
",,,,,,,," Apache Software Foundation, I want to add WebM support in the Apache OpenMeetings software. It would provide ability to use modern video streaming technologies in Apache OpenMeetings, such as WebRTC."
,,"
  GCE Load Balancing Support for Stratos
",,,,,,,," Apache Software Foundation, The project is to create an extension for Apache statos for give the google compute engine load balancing support for stratos. By using this extension we can manage the web traffic to instances deployed in Google Compute Engine by stratos by using the GCE load balancer provided by google. This is the link for the jira issue[1].


[1].https://issues.apache.org/jira/browse/STRATOS-499"
,,"
  Distributed Pattern Matching for Apache Flink
",,,,,,,," Apache Software Foundation, Pattern Matching over streams has emerged as an important application. It is being used in various fields such as click stream analysis, fraud detection and stock monitoring. Apache Flink has recently released support or data stream processing through their Flink Streaming API. This project proposes to develop and expose a streaming Pattern Matching API for Flink on top of the existing Flink Streaming API."
,,"
  Python based Command Line Tool (CLI) for Stratos
",,,,,,,," Apache Software Foundation, Currently Apache Stratos has a CLI written in Java. This proposal is to implement a similar CLI in Python to make it much more light-weight. The CLI implements commands for all the REST API methods available in 4.1.0 release."
,,"
  Atlassian Confluence repository and Authority connector for Apache Manifold
",,,,,,,," Apache Software Foundation, Confluence is team collaboration software. ManifoldCF is an effort to provide an open source framework for connecting source content repositories keeping the security policy of them.
This project aims to build a connector that can deal with Confluence because it will be very interesting for the organizations, since they will be able to get all the Confluence information along with the rest of source content repositories, keeping the security policies defined on each repository."
,,"
  GenApp Integration with Apache Airavata
",,,,,,,," Apache Software Foundation, GenApp is a modular framework for multiscale science computations. Apache Airavata is a software framework for executing and managing computational jobs and workflows on distributed computing resources. The primary goal of this project is to extend GenApp for java Application and integrating it with Airavata to be able to execute long running computational jobs.Also, we need to fix previously integrated html5 version to work with new Airavata."
,,"
  General bug fixing for Apache Derby
",,,,,,,," Apache Software Foundation, Apache Derby an Apache DB subproject, is a relational database implemented entirely in Java. Over the years, Derby has been an active Apache project with many contributors and committers, still a significant number of challenging and interesting bugs remain in the Derby source code. The objective of this project is to resolve some of the challenging bugs currently present in the source code and contribute towards a more stable version of Apache Derby."
,,"
  Numerical Algorithmic Enhancement: Dynamic Modelling in ASCEND
",,,,,,,," ASCEND, The IDA solver requires more refinements both in the numerical as well as user-facing aspects is desirable. One important issue is to do with EVENT syntax - which helps to model whole range of systems, in which parametric constants themselves change values with triggered events, or even more sophisticated systems in which constraint equations are added or deleted when a given event is triggered. This project attempts to strengthen the functionalities of the IDA solver."
,,"
  New solver integration (student project)
",,,,,,,," ASCEND, There are a number of interesting new solvers available which could be considered for inclusion ASCEND as new external libraries. We'd consider GAlib, BonMin, perhaps CERES and probably others if we can see strong potential for the solver's use for the types of problems we use ASCEND for."
,,"
  Ideal Mixture Support for FPROPS
",,,,,,,," ASCEND, Ideal solutions (ideal-gas and ideal-solution mixtures) are the starting point for thermodynamic modeling of multicomponent mixtures.  This project will add ideal-gas and ideal-solution capabilities to the FPROPS library, and prepare for future implementation of non-ideal (real) mixtures.

Existing FPROPS facilities for calculating pure-component properties will be used to find pure-component properties.  These are then aggregated to calculate ideal-gas or ideal-solution mixture properties."
,,"
  GUI improvements
",,,,,,,," ASCEND, The main goal is to port Ascend application to Gtk3, add installer for Windows users and implement functionalities, which are not available in GUI now."
,,"
  Chemical engineering domain-specific models
",,,,,,,," ASCEND, Currently ASCEND has limited number of pre-defined models that are relevant to the field of Chemical Engineering. This narrows down the applicability of ASCEND and highlights the need for developing simple and important process models in ASCEND. Also, with the development of these process models, a new need for flash algorithms will also be created. . The thermodynamic supports in ASCEND also needs to be broadened."
,,"
  IPOP Service authentication improvements
",,,,,,,," IP-over-P2P Project, IPOP as the name stands is Internet Protocol Over Peer-to-peer. It has wide range of applications like clustering in a cloud environment across different service providers, personal vpn etc. The current implementation requires configuration including credentials in plain text. So it is important from a security standpoint to provide a mechanism in the controller component for a secure way of authentication with XMPP server during bootstrapping process."
,,"
  Modelling Biophysically Accurate Ion Channels for OpenWorm
",,,,,,,," International Neuroinformatics Coordinating Facility, The OpenWorm project is an attempt to build the first digital life form using open source code. The fidelity of OpenWorm to its biological counterpart, C. elegans, depends on the realism of its constituent parts, such as computationally-modelled cells. The internal dynamics of these cells are largely controlled by ion channels, so a biophysically-informed ion channel model will, in-turn, support a realistic model of the entire organism."
,,"
  Kitchen Activity Games Proposal
",,,,,,,," Institute for Artificial Intelligence, At the moment I am in hurry with my master thesis (until 15.4.2015) and can only send you this error prone submission without much details. But I think it is better than nothing :)"
,,"
  HPCC Systems - Add statistics to Linear and Logistic Regression Module
",,,,,,,," HPCC Systems®, This proposal is to provide automated statistics for Linear and Logistic Regression Modules in ECL-ML Project.
Following Statistics are added :
For Linear Regression : 1) T statistic and and P Value for each beta, 2) Adjusted R-squared, 3) P Value for the F statistic.
For Logistic Regression: 1) Chi-Squared, 2) P Values, 3) Standard Error, 4) Confidence levels for each beta"
,,"
  BeDroid - ART runtime intrumentation framework
",,,,,,,," The Honeynet Project, The goal of this project is to build a dynamic malware analysis system on ART, which allows users to monitor the execution of potentially malicious apps. This project guarantee two points: low performance overhead and easily maintainability.My proposal contains two main ideas. One is to use inline functions hook with trampolines to intercept function calls. The other one is build a .so from AOSP code that will be injected inside target application  memory  to achieve runtime instrumentation."
,,"
  Interactive Platform for Statistical Computing
",,,,,,,," University of Nebraska - Helikar Lab, A proposal for designing an interactive web front-end to allow the end user, ideally, somebody unfamiliar with programming in R, to perform powerful analyses and examine and tweak data in a user-friendly, simplified manner, using an R back-end."
,,"
  Implement nix-like package management features in cabal
",,,,,,,," haskell.org, Cabal dependency hell has been a source of trouble to many haskell developers. One of the main reason behind this is the breaking re-installation problem in which one package can be unusable after installing another. An elegant solution to this problem has already been implemented in nix package manager 10 years ago. I want to borrow some ideas from nix and implement it in cabal."
,,"
  Dynamic Sublists
",,,,,,,," GNU Mailman, Unmoderated mailing lists suffer from the paradox that the more successful they
are, the more difficult they are to use and administer because of the increasing number of users and discussions. Traditional solutions to this problem, such as creating static sublists or providing a Web interface, are not always desirable. To solve this I present dynamic sublists, an approach to scaling online communities that increases communication opportunities without overwhelming users or administrators."
,,"
  Physical memory management
",,,,,,,," GNU Project, The GNU Mach kernel maps all physical memory into the kernel address space, and uses virtual memory to provide continuous chunks for kernel objects like IPC tables.  This imposes a limit of ~250000 ports.  It is the most pressing scalability issue.

We propose to replace the page allocator by a buddy allocator to provide continuous chunks of memory directly from the physical memory, to use it as a backend for the slab allocator, and to replace the IPC tables by a more scalable data structure."
,,"
  GNSSSDR Metadata Standard Implementation-Automatic Receiver Configuration
",,,,,,,," GNSS-SDR, Over the last decade,there has been a rapid evolution in the GNSS technology.The main challenge today lies in establishment of standards to convey GNSS-SDR metadata.ION-SDR Metadata standard aims for interoperability between GNSS-SDR data collection systems and processors.Main problem with recent proposed models is that they do not promote interoperability and data/resource sharing and re-use.To resolve the issues Metadata Standardization Technique is proposed."
,,"
  Implement GnuPG pinentry program instead of Gnome Keyring GnuPG agent
",,,,,,,," GNOME, GNOME Keyring GnuPG Agent is currently incompatible with newer versions of GnuPG, it is not  capable of providing all the functionality expected by GnuPG and ends up degrading some functionalities. 

This project is about making them compatible, so that GNOME Keyring can manage GnuPG passphrases again. 

The proposal is to implement a pinentry, a dialog that allow GnuPG to prompt for passphrases,  that can search and store passphrases in keyrings, and prompt for it if not found."
,,"
  Making homebrew more robust and truly freestanding
",,,,,,,," GitHub, I'd like to do two things:

I would like to make Homebrew's installation system fully independent of XCode/Development Toolkit. I believe that this can be done by building a generic kit of key utilities and libraries and distributing it as a bottle.

I would also like to accomplish compartmentalization with respect to how Homebrew handles bottle dependencies."
,,"
  Make git-pull and git-am builtins
",,,,,,,," Git, git-pull and git-am are frequently used git subcommands. However, they are porcelain commands and implemented as shell scripts, which has some limitations which can cause poor performance, especially in non-POSIX environments like Windows. I propose to rewrite these scripts into low level C code and make them builtins. This will increase git's portability, and may improve the efficiency and performance of these commands."
,,"
  Intersect Improvement in Geogebra
",,,,,,,," International GeoGebra Institute, GeoGebra already supports intersecting many objects. But still there are significant no. of missing combinations. The notion of this project will be to add algorithms for intersecting remaining 2D object combinations and 3D object combinations."
,,"
  Completing the missing parts of the Fundamentals TS in libstdc++
",,,,,,,," GCC - GNU Compiler Collection, Finish extending shared_ptr to support arrays and Polymorphic memory resources (erase allocator from the container's type)."
,,"
  Improving location awareness of Ganeti
",,,,,,,," Ganeti, Ganeti is a cluster management software using virtualization technologies such as Xen or KVM and other open source software. Ganeti considers all nodes in a single node group as equal. However, this is not true in some setups. This project aims to improve location awareness of Ganeti. This will be done by introducing common-failure and migration tags. Another related approach is to allow user explicitly specify the desired instance location that can also be implemented using a tags mechanism."
,,"
  Interactive Visualization of Genetic Data
",,,,,,,," Global Alliance for Genomics & Health, Our DNA are 99.9% identical, but we are all unique. To see why that's the case, GA4GH has implemented an API that allows you to search for these human genomic data to see how the role these 0.1% play in determining our phenotypes and diseases. Now, we want to make these data more interpretable by building a visualization platform with interactive graphs. The application would allow users to better utilize and generate insights from variant information available on GA4GH."
,,"
  Extend Python HGVS and UTA packages
",,,,,,,," Global Alliance for Genomics & Health, The hgvs package in python provides an easy-to-use tool to parsing, formatting and manipulating variants. However, manipulating more types of variants is needed. The package would be more useful if it could perform variant canonicalization. The hgvs package utilizes UTA database to mapping and validating variants. Things would be easier when the UTA provides a REST interface to query. This would make the UTA database more convenient to use and reduce package dependencies of hgvs."
,,"
  Implementing C API for the Global Aliance for Genomics and Health
",,,,,,,," Global Alliance for Genomics & Health, In this project we want to have C/C++ code that allow us to add directly GA4GH APIs functionality to any other software or library with the same language.
We will add this code to existing htslib library used for many open source softwares."
,,"
  Addressing mode selection in GCC
",,,,,,,," GCC - GNU Compiler Collection, CPU architectures often provide a variety of ways to load and save data into memory and registers. Because of this, there are lot of possible addressing sequences for a given code, and finding the optimal one is not a trivial task. However, better addressing can lead to improvements in a program's code size and execution time. The goal of this project is to add a prototype version of such an addressing mode selection pass to GCC."
,,"
  Implicit Curves and Surfaces
",,,,,,,," International GeoGebra Institute, Implementation of proposed project will allow user to enter equation of implicit surfaces, the framework will automatically detect them and will invoke implicit curves and surfaces drawing algorithm for plotting."
,,"
  Native iPad App
",,,,,,,," International GeoGebra Institute, The goal of this project is to make a native iPad App of GeoGebra. Although there is an iPad app of GeoGebra now, it is created with Cordova framework , which therefore limits the performance. To improve performance, this project is going to translate the kernel part of GeoGebra, i.e. the computation function, from java to Objective-C and create native UI."
,,"
  Recognition of Handwritten Equations
",,,,,,,," International GeoGebra Institute, The goal of the project will be to create a module that will accept as input a handwritten equation and return as output the equation in a format understood by GeoGebra software. The output could be the equation in LaTeX and/or MathML format and/or a .ggb file or something else."
,,"
  Unifying git branch -l, git tag -l, and git for-each-ref
",,,,,,,," Git, `git branch -l`, `git tag -l` and `git for-each-ref` are all about selecting a set
of refs and printing the result. Currently, each has their own implementation 
and options. This results in some of them having selection options and others
having formatting options. 
I propose to build a common library so that all three commands have common options
and use the library extensively throughout their code."
,,"
  Find and implement a better security model for Atom
",,,,,,,," GitHub, Atom needs a better security model! My project idea is to research  if it's  possible to implement  this securit model through process separation and IPC communication. Another research direction is figuring how to do this with NaCl, and the backup plan is to to focus solely on the JavaScript layer and isolating pure JS packages in their own context."
,,"
  Improve printing support of Atom Shell
",,,,,,,," GitHub, The aim of the project is to implement printing features of Atom Shell on Windows as well as add more options allowing user to custom printing settings. Currently, due to the complicated printing code of Chromium on Windows, the printing API(window.print()) only works well on Linux and OS X platforms. The project involves implementing printing features on Windows by porting the printing code of chromium and adding some options in printing feature."
,,"
  Hub - Create Support For Defining Extensible Shell Completions
",,,,,,,," GitHub, Autosuggestions are awesome. Looking into hub/etc, completion scripts for bash and zsh already exist, but those scripts are manually written and need to be updated every time a new command/option is added to Hub. What is lacking is a way to list and define all commands and their respective options in a common file and to generate/update completion scripts based upon those definitions."
,,"
  Improve Linguist's accuracy by blending several strategies
",,,,,,,," GitHub, In this project, I'll work on improving current Linguist's detection performance. There are some problems need to tackle on in order to increase the accuracy. For example, we should be able to detect novel class (e.g. ""unknown"") in the prediction stage. Also, implementing some new classifiers and blending with current strategies should give a better accuracy. I hope this project can help GitHub and other linguist users to achieve a more accurate language detection."
,,"
  [Homebrew] Allowing Prioritization of Taps
",,,,,,,," GitHub, Currently Taps (similar to 'sources' in other package management systems) are symlinked to regular Formula directory and behave just like standard core formulas. We do not have ‘meta-data’ for taps so we cannot mange them efficiently. The outcome of this project will mainly be a more effective structure for taps."
,,"
  Improve Banshee’s Mac OSX support and revamp the UI
",,,,,,,," GNOME, This proposal is about improving Banshee’s mac osx support and bringing back and improving the lightweight alternative UI ‘cubano’. This envolves updating the existing clutter bindings for C# and port the existing code to the new bindings."
,,"
  GNOME GUI for coala.
",,,,,,,," GNOME, “coala is a simple COde AnaLysis Application. Its goal is to make static code analysis easy while remaining completely modular and therefore extendable and language independent”.					

The goal of my proposal is to implement a GUI for coala and presents an easy to use interface to the user. It has the ability to make coala configuration files to trigger runs using them. It will also show the logs. It will be implemented using PyGTK3."
,,"
  Gnome-clocks Redesign
",,,,,,,," GNOME, Gnome-clocks is one of the very basic applications of GNOME providing basic four functionalities: 
World clock, Alarm, Timer, Stopwatch.
Out of these four modules, world clock and alarm need redesign and few extra features like time-conversion, alarm labeling etc..
Timer module currently doesn’t support multiple timers functionality. “Multiple-timers” is one of the main features. 
Stopwatch doesn't require much modifications."
,,"
  Implement additional event sources for GNOME Shell's Time & Date drop-down
",,,,,,,," GNOME, GNOME's design and implementation of event & notification management has changed recently but few event sources like birthday reminders and weather notifications are yet to be implemented according to the new design. In this project, I aim to implement those additional event sources.
I will also look into the possibility of integrating music controls, which earlier used to be there as special notification but was removed in the new design."
,,"
  Finishing the port of F-Spot to use GTK3
",,,,,,,," GNOME, In October 2013 Stephen Shaw and some F-Spot contributors started the work to port F-Spot from using deprecated GTK+ 2 to GTK+ 3. This represent a huge amount of work in the case of F-Spot but it would be a great step to maintain F-Spot codebase up to date. So this project is mostly about finishing that work to have F-Spot running only GTK+ 3 code."
,,"
  Develop The Java ATK Wrapper
",,,,,,,," GNOME, This project aims tol bring java accessibility up to standard allowing the Orca Screen Reader's ability to function fully for use with java applications and reducing headaches for the GNOME accessibility team. It improves the standard of GNOME’s accessibility overall, enhancing its status as a viable alternative to proprietary software for disabled users and community contributors, alike."
,,"
  Evolution configuration EExtension for ActiveSync
",,,,,,,," GNOME, My name is Oliver Luo. I’m a student from Peking University and major in computer science. I don’t have much experience as a contributor in the open source world, but I learn quickly and have the necessary programming skills required by the project I proposed to. I’ve been communicating with Mr. Woodhouse, as my potential mentor, about this module, Evolution-ActiveSync, and made a detailed schedule with his help. I’m digging into the project now and really hope to get this chance."
,,"
  Refactor a gstdataprotocol library and create GStreamer's debugger
",,,,,,,," GNOME, GStreamer is powerful video framework. Unfortunately, it's not possible to debug GStreamer-based applications very easily. Obviously, GStreamer has logging system, but user don't have an access for it when pipeline has been run on external device. Moreover, there is no possibility for watching buffers or events, which going through pipeline.
My idea is to create client-server tool, which allows user debug his GStreamer's pipeline, reading logs, spying buffers, events or queries."
,,"
  UI Improvement and New Features Implementation for Gnome-Logs
",,,,,,,," GNOME, Gnome-Logs is a viewer for the systemd journal. It's still heavily under development and not published with the Gnome Desktop Environment yet. The application is not very mature and some parts need further improvement and revision. I want to improve the application by implementing several new features, improving UI and fixing bugs that the application has, so that Logs can be published with Gnome Desktop Environment much sooner and more Gnome users can benefit from it."
,,"
  Re-design of Getting things GNOME
",,,,,,,," GNOME, My project is aimed at re-designing the GTG app in order to deliver the most modern features such as Header bar, App menu or Stack Switcher by using GTK+.
Moreover, while working on the design features, I will do a thorough code review and refactor some parts of code in order to release an enhanced version of GTG at the end of the summer."
,,"
  Nibbles: Modernization
",,,,,,,," GNOME, The ultimate goal of my proposal is the modernization of GNOME Nibbles. It’s one of the few games that have not been yet revamped as part of the Games Modernization Initiative. The idea is to port as much of the game as possible to Vala, using the same MVC design pattern that stands at the base of the rest of GNOME’s games."
,,"
  Disable USB on lockscreen
",,,,,,,," GNOME, The project aims to protect you from malicious USB  device. If someone will try to connect a USB device with ​unknown descriptors ​(your PC has not seen them before), then that port will be blocked and the attacker will have no chance to steal/destroy your data through USB ports. Under the guidance of Tobias Mueller, the final product of the project will bring a more secure environment for users and will put GNOME on a higher position on the security domain."
,,"
  Android/Gnome synergy : Creating a real interaction between PC and Phone
",,,,,,,," GNOME, I find that creating a synergy between PC and phone in a open source and Secure way would really be a benefit to Gnome's User.

Nuntius will not just be intended to be a notification system relay, but a real tight connection, which could be used in many ways. For example, you will be able to read/write sms directly from the pc, or easily share files between them. It comes from a simple base but can be improved widely with any idea we want to add."
,,"
  Improve drive and network management
",,,,,,,," GNOME, Implement a new drive and network management dialog that replaces the current ""Browse Network"" and ""Connect to Server"" items, as well as update GtkPlacesSidebar interface and behavior to fit the proposed mockups."
,,"
  Polari: Make progress on various bugfixes and enhancements
",,,,,,,," GNOME, Polari is an IRC client for GNOME. During the internship I will add enhancements and fix bugs, based on a list to improve the chatting experience GNOME for contributors and users alike."
,,"
  Add image viewing widget to GTK+
",,,,,,,," GNOME, Quite a few GNOME applications are displaying images and allowing to zoom, rotate, etc. them so it would be beneficial for GTK+ to have a widget to do that job built-in."
,,"
  Automated tests for Gnome-logs
",,,,,,,," GNOME, Write automated dogtail and behave tests for Gnome-logs functionalities, and add more unit tests to test the code coverage, and to find out more tests that can be added in future. All the UI tests, and possibly the unit tests, would eventually be made into installed tests."
,,"
  Help Overlay in GTK+
",,,,,,,," GNOME, GTK+ has recently reduced the use of menu bars. While this make applications easier to use, looking for keyboard shortcuts are now harder than before.

This project aims to add a feature to GTK+ to show the keyboard shortcuts and touch gestures of applications using a single keyboard shortcut, and access to the Help application to view the application's documentation."
,,"
  Make use of phone as a GPS device (AKA GPS sharing)
",,,,,,,," GNOME, Currently GeoClue relies heavily on Geolocation to find out location. Since most of the computers doesn't have GPS, it would be beneficial for us to be able to share location.  

This project focuses on ability of GeoClue to receive location information from more accurate devices. We'll focus on location sharing from Android to GeoClue and GeoClue to GeoClue. If time permits we'll look into iOS application too."
,,"
  GNOME Keysign - make it GNOME-ready
",,,,,,,," GNOME, GNOME Keysign is a project that got started as an idea for GSoC 2014 in the last spring and it stands as an application meant to be used by people who wish to exchange OpenPGP keys fast and safely, and to extend Web of Trust.

This proposal is about working on remaining issues with GNOME Keysign such that it becomes user- and GNOME-ready. The focus will be on moving off of weird dependencies, add support for internationalization, and implement a more secure file transfer."
,,"
  Boxes - Hardening Sprint, GtkAssistant and MIME-types Integration
",,,,,,,," GNOME, The goal of this project is to polish Boxes to make it as close to perfection as possible. To achieve this, I'll:
- port its installation wizard to GtkAssistant and polishing it,
- improve its usage of MIME-types,
- try to find as much undiscovered bugs as I can,
- polish the GUI and get rid of as much small bugs as possible in the form of a hardening sprint,
- add tests for the bugs I fix."
,,"
  Implementation of gnome-document collections dialog
",,,,,,,," GNOME, GNOME started its process to revamp its UX with the 3.x era. Since this process started the GUI and the way it interacts with the user has been improved iteration after iteration. At the time the GNOME HIG guidelines are stable, but some modules need more love to be up-to-date to the new mockups. One of these is gnome-documents with its new collection pattern."
,,"
  Gedit code-analysis plugin using coala
",,,,,,,," GNOME, The aim of the project is to make a plugin for gedit which can do static analysis on code and make these visible to the user (and if possible, auto-correct). coala, the code-analysis application provides a framework for static analysis along with modularized analyzers called bears. In the project, coala will be extended to support dbus outputs and gedit-code-assistance will be configured to allow coala as an additional backend."
,,"
  Run-time partitioning of functions at an embedded SDR framework
",,,,,,,," GNSS-SDR, The main goal of this project will be implementing an embedded Linux application in order to make a flexible use of the software and hardware parts of the FPGA-based System-On-Chip (SoC) architecture to develop function splitting in run time. The first function to be implemented will be the FFT as it is used widely in a different range of algorithms. In order to ease the process, current libraries that contain FFT implementations will be used."
,,"
  Run-time partitioning of SDR functions featuring hardware accelerators
",,,,,,,," GNSS-SDR, The project is about approach that allows to accelerate digital signal processing passing part of the work to reconfigurable hardware, namely FPGA, to use benefits of parallelization. 
I would like to improve usage of FPGA by writing proposed linux kernel module, which makes run-time decisions whether to use hw-abilities to accelerate some signal processing."
,,"
  BeiDou signal generation and acquisition
",,,,,,,," GNSS-SDR, Currently, the open source GNSS-SDR is completely operational with GPS L1-C/A, Galileo E1 and E5a signals.
To go towards an effective multi-constellation software defined receiver, GNSS-SDR extension to the Chinese Navigation Satellite System (BeiDou) is proposed.
Hence, the aim of this project is to review and extend the functionality of the signal generator and signal acquisition of GNSS-SDR, implemented in C++ for the GPS and Galileo Signals, for BeiDou open service signals (B1l)."
,,"
  Embedding GNSS-SDR in a System on Chip.
",,,,,,,," GNSS-SDR, This project aims at embedding GNSS-SDR in a system-on-chip consisting on ARM processors and FPGA devices (such as Zynq) in order to reach real-time. The Zedboard kit is suggested as the development platform."
,,"
  Development of a Low Cost Multi-Constellation GNSS Sampler
",,,,,,,," GNSS-SDR, The design of a custom hardware interface for GNSS-SDR started with Google Summer of Code - 2014 and this is a continuation of the previous year effort to build a customized hardware platform for GNSS-SDR.  A fully integrated software defined radio receiver that can tune to multiple GNSS constellations and can provide samples to the GNSS-SDR software suite for processing is the vision behind this project."
,,"
  [ GNU Wget ] FTP Server Test Suite
",,,,,,,," GNU Project, This project aims to create FTP server Test suite for GNU Wget in Python. FTP server will implement all Wget tests relevant to RFC 959 and other features supported by Wget as an FTP client. This testing environment will allow fellow developers to thoroughly test their changes and understand how they affect the working of Wget."
,,"
  guix - Binary package distribution through GnuNet
",,,,,,,," GNU Project, The project aims to provide a practical decentralisation distribution mechanism for binary packages, using GNUnet’s networking layers. In that model, users would be able to automatically share binaries they have built locally, and to install binaries built by other users.
Source: http://www.gnu.org/software/soc-projects/ideas-2015.html#guix"
,,"
  GNU Guix: Implementing a DHCP client in Guile Scheme
",,,,,,,," GNU Project, We want a DHCP client written purely in Guile Scheme, that will be bundled as a Guix package, runnable as a GNU dmd service and integrated into dmd's proposed event loop."
,,"
  MEDIAGOBLIN: ANDROID UI MAKING USE OF PUMP API
",,,,,,,," GNU Project, SUMMARY
- Create a MediaGoblin Android application similar to Instagram using the pump.io API
- Ensure application is F-Droid approved"
,,"
  Porting Guix to GNU/Hurd
",,,,,,,," GNU Project, The aim of this project is to port Guix to GNU/Hurd, so it would allow Guix to cross-build the bootstrap binaries needed to bootstrap itself in a Hurd System, allow the cross-building and native building of packages for the Hurd, and make the required modifications in Guix so it can produce a virtual machine image that boots into such a system."
,,"
  Improving Wget's Security
",,,,,,,," GNU Project, This proposal consists of the implementation of 3 independent security improvements to Wget. 
HTTP Strict Transport Policy (HSTS), HttpOnly Cookie support and FTPS. Collectively these contribute to making Wget a safer tool, protect users from many security threats and provide new choices for safe file downloading via FTP.

An alternate project is proposed, implementing basic HTTP/2 support."
,,"
  Octave - TISEAN package
",,,,,,,," GNU Project, TISEAN is a suite of code for nonlinear time series analysis. It is old but there are many algorithms there that haven't been re-implemented as libre software. The objective is to integrate TISEAN as a octave package as it was done for the Control package. The functions cuould be integrated in the existing time series analysis package"
,,"
  Extending libaboss for useful field sizes in secure multiparty computation
",,,,,,,," GNU Project, This is project that aims to improve the being shortcomings of libaboss by
removing this layer of abstraction, migrating the library to the big integers of
libgcrypt to allow for useful field sizes and implementing the necessary number
theoretic functions directly in C."
,,"
  JS Backend for Gnu Guile
",,,,,,,," GNU Project, To implement a Javascript backend to Gnu Guile, capable of compiling
programs for execution in a modern web browser."
,,"
  wget - Speed up Wget's Download Mechanism
",,,,,,,," GNU Project, This project is about adding two performance enhancements to wget: conditional GET requests and TCP Fast Open."
,,"
  Improving and fixing Core Animation for GNUstep
",,,,,,,," GNU Project, GNUstep is a free software implementation of the Cocoa (Apple’s native object-oriented API). One of the libraries in its implementation is Core Animation. In its current state, it could be used only for games and demos; it is fairly incomplete. Some of the problems include low performance, bugs etc. Primary goal of this project is to develop it to be usable in practice: in applications and on mobile devices."
,,"
  GNU Lilypond MusicXML Export
",,,,,,,," GNU Project, GNU Lilypond has been a part of the GNU project since 1996 and has provided users with free rights to text-based music engraving software. 
The aim of this project is to provide a functional MusicXML export option for GNU Lilypond users. MusicXML is a standard music notation format which allows digitally-engraved music to be converted between different notation software."
,,"
  Implementation of ALG-based NAT traversal for GNUnet
",,,,,,,," GNU Project, The goal of this project is to research and implement in GNUNet an ALG-based NAT traversal method such a FTP/SIP-based hole punching and STUN support."
,,"
  GNU Taler - libfints
",,,,,,,," GNU Project, FinTS is a standard for online payments, transactions, history and everything else needed for end-user online banking and transaction processing by a payment provider. Based on HBCI this standard is being used by many German banks including Sparkassen, Deutsche Bank and Commerzbank.
The Goal of this Project is to implement a simple and secure library that enables applications such as GNU Taler to easily implement online banking functions needed for basic customer-merchant transactions."
